song_name,artist,song_lyrics,song_composition,song_lang
 O Pato  ,  João Gilberto ,"  O pato Vinha cantando alegremente Quém! Quém! Quando um marreco sorridente pediu Para entrar também no samba No samba, no samba O ganso, gostou da dupla E fez também Quém! Quém! Quém! Olhou pro cisne E disse assim: Vem! Vem! Que o quarteto ficará bem Muito bom, muito bem Na beira da lagoa Foram ensaiar Para começar O tico-tico no fubá A voz do pato Era mesmo um desacato Jogo de cena com o ganso era mato Mas eu gostei do final Quando caíram n'água E ensaiando o vocal Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! O pato Vinha cantando alegremente Quém! Quém! Quando um marreco sorridente pediu Para entrar também no samba No samba, no samba O ganso, gostou da dupla E fez também Quém! Quém! Quém! Olhou pro cisne E disse assim: Vem! Vem! Que o quarteto ficará bem Muito bom, muito bem Na beira da lagoa Foram ensaiar Para começar O tico-tico no fubá A voz do pato Era mesmo um desacato Jogo de cena com o ganso era mato Mas eu gostei do final Quando caíram n'água E ensaiando o vocal Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém! Quém!  ", Jayme Silva / Neuza Teixeira. ,pt
 O Barquinho  ,  João Gilberto ,"  Dia de luz, festa de Sol E um barquinho a deslizar No macio azul do mar Tudo é verão e o amor se faz Num barquinho pelo mar Que desliza sem parar Sem intenção, nossa canção Vai saindo desse mar, e o Sol Beija o barco e luz, dias tão azuis Volta do mar, desmaia o Sol E o barquinho a deslizar E a vontade de cantar Céu tão azul, ilhas do sul E o barquinho, um coração Deslizando na canção Tudo isso é paz, tudo isso traz Uma calma de verão e então O barquinho vai, a tardinha cai Volta do mar, desmaia o Sol E o barquinho a deslizar E a vontade de cantar Céu tão azul, ilhas do sul E o barquinho, um coração Deslizando na canção Tudo isso é paz, tudo isso traz Uma calma de verão e então O barquinho vai, a tardinha cai O barquinho vai, a tardinha cai O barquinho vai, a tardinha cai O barquinho vai  ", Roberto Menescal / Ronaldo Bôscoli. ,pt
 Estate  ,  João Gilberto ,  Estate Sei calda come i baci che ho perduto Sei piena di un amore che è passato Che il cuore mio vorrebbe cancellare Estate Il sole che ogni giorno ci scaldava Che splendidi tramonti dipingeva Adesso brucia solo con furore Tornerà un altro inverno Cadranno mille petali di rose La neve coprirà tutte le cose E forse un po' di pace tornerà Estate Che hai dato il tuo profumo ad ogni fiore L'estate che ha creato il nostro amore Per farmi poi morire di dolore  , Bruno Brighetti / Bruno Martino. ,it
 Garota de Ipanema  ,  João Gilberto ,"  Olha que coisa mais linda Mais cheia de graça É ela menina Que vem e que passa Num doce balanço Caminho do mar Moça do corpo dourado Do Sol de Ipanema O seu balançado É mais que um poema É a coisa mais linda Que eu já vi passar Ah, por que estou tão sozinho? Ah, por que tudo é tão triste? Ah, a beleza que existe A beleza que não é só minha Que também passa sozinha Ah, se ela soubesse Que quando ela passa O mundo, sorrindo Se enche de graça E fica mais lindo Por causa do amor Tall and tan And young and lovely The girl from Ipanema Goes walking And when she passes Each one she passes Goes: Ah When she walks She's like a samba That swings so cool And sways so gently That when she passes Each one she passes Goes: Ah Oh, but he watches so sadly How can he tell her he loves her? Yes, he would give his heart gladly But each day when she walks to the sea She looks straight ahead not at he Tall and tan And young and lovely The girl from Ipanema Goes walking And when she passes He smiles but she doesn't see Oh, but he watches so sadly How can he tell her he loves her? Yes, he would give his heart gladly But each day when she walks to the sea She looks straight ahead not at he Tall and tan And young and lovely The girl from Ipanema Goes walking And when she passes He smiles but she doesn't see She just doesn't see No, she doesn't see But she doesn't see She doesn't see No, she doesn't see  ", Vinícius de Moraes / Antonio Carlos Jobim / Norman Gimbel. ,en
 'S Wonderful  ,  João Gilberto ,"  Wonderful, marvelous You should care for me Awfully nice, it's paradise How I long to be You make my life so glamorous You can't blame me for feeling amorous Wonderful, marvelous That you should care for me  ", George Gershwin / Ira Gershwin. ,en
 Pra Que Discutir Com Madame  ,  João Gilberto ,"  Madame diz que a raça não melhora Que a vida piora por causa do samba Madame diz o que samba tem pecado Que o samba, coitado, devia acabar Madame diz que o samba tem cachaça Mistura de raça, mistura de cor Madame diz que o samba democrata É música barata sem nenhum valor Vamos acabar com o samba Madame não gosta que ninguém sambe Vive dizendo que samba é vexame Pra quê discutir com madame? Vamos acabar com o samba Madame não gosta que ninguém sambe Vive dizendo que samba é vexame Pra quê discutir com madame? No carnaval que vem também concorro Meu bloco de morro vai cantar ópera E na Avenida, entre mil apertos Vocês vão ver gente cantando concerto Madame tem um parafuso a menos Só fala veneno, meu Deus, que horror O samba brasileiro democrata Brasileiro na batata é que tem valor  ", Janet De Almeida / Haroldo Barbosa. ,pt
 A Felicidade  ,  João Gilberto ,"  Tristeza não tem fim Felicidade, sim A felicidade é como a pluma Que o vento vai levando pelo ar Voa tão leve, mas tem a vida breve Precisa que haja vento sem parar A felicidade do pobre parece A grande ilusão do carnaval A gente trabalha o ano inteiro Por um momento de sonho pra fazer a fantasia De rei, ou de pirata, ou jardineira E tudo se acabar na quarta-feira Tristeza não tem fim Felicidade, sim Tristeza não tem fim Felicidade, sim A felicidade é como a gota De orvalho numa pétala de flor Brilha tranquila, depois de leve, oscila E cai como uma lágrima de amor A minha felicidade está sonhando Nos olhos da minha namorada É como esta noite passando, passando Em busca da madrugada, falem baixo, por favor Pra que ela acorde alegre como o dia Oferecendo beijos de amor Tristeza não tem fim Felicidade, sim Tristeza não tem fim Felicidade, sim Tristeza não tem fim Felicidade, sim Tristeza não tem fim Felicidade, sim  ", Antonio Carlos Jobim / Vinícius de Moraes. ,pt
 Rosa Morena  ,  João Gilberto ,"  Rosa, Morena Onde vais, Morena Rosa Com essa rosa no cabelo E esse andar de moça prosa? Morena, Morena Rosa Ô, Rosa, Morena Onde vais, Morena Rosa Com essa rosa no cabelo E esse andar de moça prosa? Morena, Morena Rosa Rosa Morena, o samba está esperando Esperando pra te ver Deixa de lado esta coisa de dengosa Anda, Rosa, vem me ver Deixa de lado esta pose Vem pro samba, vem sambar Que o pessoal tá cansado de esperar, ô, Rosa! Que o pessoal tá cansado de esperar, Morena Rosa Que o pessoal tá cansado de esperar, viu, Rosa? Que o pessoal tá cansado de esperar  ", Dorival Caymmi. ,pt
 Eu Vim da Bahia  ,  João Gilberto ,"  Eu vim, eu vim da Bahia cantar Eu vim da Bahia contar Tanta coisa bonita que tem Na Bahia, que é meu lugar Tem meu chão, tem meu céu, tem meu mar A Bahia que vive pra dizer Como é que faz pra viver Onde a gente não tem pra comer Mas de fome não morre Porque na Bahia tem mãe Iemanjá De outro lado, o Senhor do Bonfim Que ajuda o baiano a viver Pra cantar, pra sambar pra valer Pra morrer de alegria Na festa de rua, no samba de roda Na noite de Lua, no canto do mar Eu vim da Bahia, mas eu volto pra lá Eu vim da Bahia, mas algum dia eu volto pra lá  ", Gilberto Gil. ,pt
 Você e Eu  ,  João Gilberto ,"  Podem me chamar E me pedir, e me rogar E podem mesmo falar mal Ficar de mal, que não faz mal Podem preparar milhões de festas ao luar Que não vou ir, melhor nem pedir Eu não vou ir, não quero ir E também podem me intrigar E até sorrir, e até chorar E podem mesmo imaginar O que melhor lhes parecer Podem espalhar Que estou cansado de viver E que é uma pena Para quem me conheceu Eu sou mais você e eu Eu sou mais você e eu  ", Carlos Lyra / Vinícius de Moraes. ,pt
 Pra Machucar Meu Coração (part. Stan Getz e Antonio Carlos Jobim)  ,  João Gilberto ,"  Tá fazendo um ano e meio, amor Que o nosso lar desmoronou Meu sabiá, meu violão E uma cruel desilusão Foi tudo que ficou, ficou Pra machucar meu coração Tá fazendo um ano e meio, amor Que o nosso lar desmoronou Meu sabiá, meu violão E uma cruel desilusão Foi tudo que ficou, ficou Pra machucar meu coração Quem sabe não foi bem melhor assim? Melhor pra você e melhor pra mim A vida é uma escola, em que a gente precisa aprender A ciência de viver pra não sofrer  ", Ary Barroso. ,pt
 Aos Pés da Cruz  ,  João Gilberto ,  Aos pés da Santa Cruz Você se ajoelhou E em nome de Jesus Um grande amor você jurou Jurou mas não cumpriu Fingiu e me enganou Pra mim você mentiu Pra Deus você pecou O coração tem razões Que a própria razão desconhece Que faz promessas e juras Depois esquece Seguindo este princípio Você também prometeu Chegou até a jurar um grande amor Mas depois esqueceu  , Marino Pinto / Zé da Zilda. ,pt
 É Preciso Perdoar  ,  João Gilberto ,"  Ah, madrugada já rompeu Você vai me abandonar Eu sinto que o perdão você não mereceu Eu quis a ilusão Agora a dor sou eu Madrugada já rompeu Você vai me abandonar Eu sinto que o perdão Você não mereceu Eu quis a ilusão Agora a dor sou eu Pobre de quem não entendeu Que a beleza de amar é se dar E só querendo pedir Nunca soube o que é perder pra encontrar Eu sei que é preciso perdoar Foi você que me ensinou Que um homem como eu Que tem por que chorar Só sabe o que é sofrer Se o pranto se acabar Madrugada  ", Alcivando Luz / C. Coqueijo Costa. ,pt
 Canta Brasil  ,  João Gilberto ,"  As selvas te deram nas noites ritmos bárbaros Os negros trouxeram de longe reservas de pranto Os brancos falaram de amores em suas canções E dessa mistura de vozes nasceu o teu canto Brasil minha voz enternecida Já dourou os teus brasões Na expressão mais comovida Das mais ardentes canções Também, a beleza deste céu Onde o azul é mais azul Na aquarela do Brasil Eu cantei de norte a sul Mas agora o teu cantar Meu Brasil quero escutar Nas preces da sertaneja Nas ondas do rio-mar Oh! Este rio turbilhão Entre selvas e rojão Continente a caminhar! No céu! No mar! Na terra! Canta Brasil!  ", Alcyr Pires Vermelho / David Nasser. ,pt
 Triste  ,  João Gilberto ,"  Triste é viver na solidão Na dor cruel de uma paixão Triste e saber que ninguém pode viver de ilusão Que nunca vai ser, nunca vai dar O sonhador tem que acordar Sua beleza é um avião Demais pra um pobre coração Que para pra te ver passar Só pra me maltratar Triste é viver na solidão  ", Tom Jobim. ,pt
 Da Cor do Pecado  ,  João Gilberto ,"  Esse corpo moreno, cheiroso e gostoso que você tem É um corpo delgado, da cor do pecado, que faz tão bem Esse beijo molhado, escandalizado, que você me deu Tem sabor diferente que a boca da gente jamais esqueceu Quando você me responde Umas coisas com graça A vergonha se esconde Porque se revela a maldade da raça Esse cheiro de mato tem cheiro de fato Saudade, tristeza, esta simples beleza Teu corpo moreno, morena, enlouquece Eu não sei bem porquê Só sinto na vida o que vem de você, ai Esse corpo moreno, cheiroso e gostoso que você tem É um corpo delgado, da cor do pecado, que faz tão bem Esse beijo molhado, escandalizado, que você me deu Tem sabor diferente que a boca da gente jamais esqueceu Quando você me responde Umas coisas com graça A vergonha se esconde Porque se revela a maldade da raça Esse cheiro de mato tem cheiro de fato Saudade, tristeza, esta simples beleza Teu corpo moreno, morena, enlouquece Eu não sei bem porquê Só sinto na vida o que vem de você, ai Esse corpo moreno, cheiroso e gostoso que você tem É um corpo delgado, da cor do pecado, que faz tão bem Esse beijo molhado, escandalizado, que você me deu Tem sabor diferente que a boca da gente jamais esqueceu  ", Bororo. ,pt
 Bahia Com H  ,  João Gilberto ,"  Dá licença, dá licença, meu senhor Dá licença, dá licença, pra iôiô Eu sou amante da gostosa Bahia, porém Pra saber seu segredo Serei baiano também Dá licença, de gostar um pouquinho só A Bahia eu não vou roubar, tem dó! Ah! Já disse um poeta Que terra mais linda não há Isso é velho e do tempo que a gente escrevia Bahia com H! Deixa ver, com meus olhos de amante saudoso A Bahia do meu coração Deixa ver, Baixa do Sapateiro, Charriou, Barroquinha, Calçada, Tabuão! Sou um amigo que volta feliz Pra teus braços abertos, Bahia! Sou poeta e não quero ficar Assim longe da tua magia! Deixa ver, teus sobrados, igrejas Teus santos, ladeiras, e montes tal qual um postal Dá licença de rezar pro Senhor do Bonfim, Salve! A Santa Bahia imortal, Bahia dos sonhos mil! Eu fico contente da vida em saber que Bahia é Brasil! Salve! A Santa Bahia imortal, Bahia dos sonhos mil!  ", Denis Brean. ,pt
 Disse Alguém  ,  João Gilberto ,"  Disse alguém Que há bem no coração Um salão onde o amor descansa Ai de mim, eu tão sozinho Vivo assim, sem esperança A implorar alguém que não me quis E feliz, bem feliz seria Coração meu, convém descansar Soluça, mas devagar Disse alguém Disse que há bem no coração Um salão, um salão dourado Onde o amor sempre dança Ai de mim que só vivo tão sozinho Vivo assim, vivo sem ter um terno carinho A implorar alguém que não me quis E feliz então eu sei Bem sei que não mais seria Meu, meu coração tem esperança E vive a chorar, soluçar Como quem tem medo de reclamar Disse alguém Que há bem no coração Um salão onde o amor descansa Ai de mim, eu tão sozinho Vivo assim, sem esperança A implorar alguém que não me quis E feliz, bem feliz seria Coração meu, convém descansar Soluça, mas devagar Disse alguém Que há bem no coração Um salão onde o amor descansa Ai de mim, eu tão sozinho Vivo assim, sem esperança A implorar alguém que não me quis E feliz, bem feliz seria Coração meu, convém descansar Soluça, mas devagar Disse alguém Disse que há bem no coração Um salão, um salão dourado Onde o amor sempre dança Ai de mim que só vivo tão sozinho Vivo assim, vivo sem ter um terno carinho A implorar alguém que não me quis E feliz então eu sei Bem sei que não mais seria Meu, meu coração Tem esperança, que vive a chorar, soluçar Como quem tem medo de reclamar  ", Marcu Gregor / Ary Vidal / Seymour B. Simons. ,pt
